2026-09-25 05:08:11 +0000: Memory Usage (415016K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/in.gds
2026-09-25 05:08:11 +0000: Memory Usage (415016K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : Loading database to memory is complete.
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : IHP-SG13G2 KLayout DRC runset output at: /work/report.lyrdb
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : Evaluate switches.
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : tables selected: main
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:08:11 +0000: Memory Usage (415844K) : deep mode is enabled.
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule snstopvia_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule deepvia_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule fgetch_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule ctrgat_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule fgimp_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule emwihv_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule lbe_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule alcustop_drw_Acute
2026-09-25 05:08:14 +0000: Memory Usage (434596K) : Executing rule cont_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (434904K) : Executing rule via1_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule via2_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule via3_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule via4_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule vmim_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule topvia1_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule topvia2_drw_Angle90
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule gatpoly_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (434904K) : Executing rule activ_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (434904K) : Executing rule metal1_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435160K) : Executing rule metal2_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule metal3_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule metal4_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule metal5_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule topmetal1_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule topmetal2_drw_Angle45
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Starting 3.2. FORBIDDEN table
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.biwind
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.pemwind
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.baspoly
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.deepco
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.pempoly
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.empoly
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.ldmos
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.pbiwind
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.nodrc
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.flash
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : Executing rule forbidden.colwind
2026-09-25 05:08:14 +0000: Memory Usage (435416K) : KLayout DRC run for tables 'main' completed in 2.33 seconds
